state,county,school_name,vaccination_rate,num_students,school_id
UT,Washington,George Washington Academy (Middle School),0.8196,500,UT-00422
UT,Weber,George Washington High School,0.9746,500,UT-00423
UT,Salt Lake,Glendale Middle School,0.9726,500,UT-00424
UT,Salt Lake,Golden Fields Elementary School,0.9052,500,UT-00425
UT,Weber,Good Foundations Academy,0.922,500,UT-00426
UT,Utah,Goshen Elementary,0.915,500,UT-00427
UT,Salt Lake,Grace Lutheran School & Preschool,0.9,500,UT-00428
UT,Grand,Grand County High School,0.9479,500,UT-00429
UT,Salt Lake,Granger High School,0.9657,500,UT-00430
UT,Salt Lake,Granger Elementary,0.9777,500,UT-00431
UT,Salt Lake,Granite Connections High School,0.9777,500,UT-00432
UT,Salt Lake,Granite Park Junior High,0.9807,500,UT-00433
UT,Salt Lake,Granite Elementary (Sandy),0.9312,500,UT-00434
UT,Salt Lake,Grant Elementary (Murray),0.9547,500,UT-00435
UT,Tooele,Grantsville High School,0.9632,500,UT-00436
UT,Tooele,Grantsville Jr High School,0.9872,500,UT-00437
UT,Tooele,Grantsville Elementary,0.9579,500,UT-00438
UT,Weber,Green Acres Elementary,0.9381,500,UT-00439
UT,Cache,Green Canyon High School,0.9676,500,UT-00440
UT,Emery,Green River High School,1,500,UT-00441
UT,Emery,Green River Middle School,1,500,UT-00442
UT,Cache,Greenville Elementary,0.9688,500,UT-00443
UT,Weber,Greenwood Charter Elementary School,0.8885,500,UT-00444
UT,Weber,Greenwood Charter Middle School,0.8596,500,UT-00445
UT,Utah,Greenwood Elementary School,0.9498,500,UT-00446
UT,Box Elder,Grouse Creek High School,1,500,UT-00447
UT,Box Elder,Grouse Creek Elementary School,0.75,500,UT-00448
UT,Utah,Grovecrest Elementary,0.9647,500,UT-00449
UT,Salt Lake,Guadalupe School,0.9789,500,UT-00450
UT,Sanpete,Gunnison Valley High School,0.9645,500,UT-00451
UT,Sanpete,Gunnison Valley Middle School,0.9542,500,UT-00452
UT,Sanpete,Gunnison Valley Elementary School,0.9307,500,UT-00453
UT,Davis,H.C. Burton Elementary,0.9715,500,UT-00454
UT,Weber,H. Guy Child Elementary,0.9452,500,UT-00455
UT,Wayne,Hanksville Elementary,0.9333,500,UT-00456
UT,Utah,Harbor Point Elementary,0.9174,500,UT-00457
UT,Salt Lake,Harry S. Truman Elementary,0.9493,500,UT-00458
UT,Salt Lake,Hartvigsen Elementary School,0.9615,500,UT-00459
UT,Salt Lake,Hartvigsen High School,0.913,500,UT-00460
UT,Salt Lake,Hartvigsen Middle School,0.925,500,UT-00461
UT,Utah,Harvest Elementary,0.9339,500,UT-00462
UT,Salt Lake,Hawthorn Academy West Jordan (Elementary School),0.9448,500,UT-00463
UT,Salt Lake,Hawthorn Academy West Jordan (Middle School),0.9703,500,UT-00464
UT,Salt Lake,Hawthorn Academy South Jordan (Elementary School),0.9297,500,UT-00465
UT,Salt Lake,Hayden Peak Elementary,0.9597,500,UT-00466
UT,Salt Lake,Heartland Elementary,0.9655,500,UT-00467
UT,Wasatch,Heber Valley Elementary,0.9317,500,UT-00468
UT,Grand,Helen M. Knight Elemenatry,0.93,500,UT-00469
UT,Carbon,Helper Middle School,0.9356,500,UT-00470
UT,Davis,Heritage Elementary (Davis),0.9483,500,UT-00471
UT,Cache,Heritage Elementary (Cache),0.963,500,UT-00472
UT,Weber,Heritage Elementary (Weber),0.9732,500,UT-00473
UT,Washington,Heritage Elementary (Washington),0.8614,500,UT-00474
UT,Salt Lake,Herriman High School,0.9544,500,UT-00475
UT,Salt Lake,Herriman Elementary,0.9513,500,UT-00476
UT,Utah,Hidden Hollow Elementary,0.9306,500,UT-00477
UT,Salt Lake,Hidden Valley Middle,0.9443,500,UT-00478
UT,Salt Lake,Highland High School,0.9838,500,UT-00479
UT,Weber,Highland Jr High School,0.9891,500,UT-00480
UT,Salt Lake,Highland Park Elementary (Salt Lake),0.9578,500,UT-00481
UT,Utah,Highland Elementary (Utah),0.9044,500,UT-00482
UT,Davis,Highmark Charter Elementary School,0.9111,500,UT-00483
UT,Davis,Highmark Charter Middle School,0.9568,500,UT-00484
UT,Davis,Hill Field Elementary,0.9632,500,UT-00485
UT,Salt Lake,Hillcrest High School,0.9555,500,UT-00486
UT,Salt Lake,Hillcrest Junior High,0.9615,500,UT-00487
UT,Cache,Hillcrest Elementary (Cache),0.9727,500,UT-00488
UT,Salt Lake,Hillsdale Elementary,1,500,UT-00489
UT,Salt Lake,Hillside Middle School,0.9711,500,UT-00490
UT,Salt Lake,Hillside Elementary School,0.9932,500,UT-00491
UT,Utah,Hobble Creek Elementary,0.902,500,UT-00492
UT,Davis,Holbrook Elementary,0.9413,500,UT-00493
UT,Davis,Holt Elementary,0.9699,500,UT-00494
UT,Weber,Hooper Elementary,0.9482,500,UT-00495
UT,Weber,Horizon Academy,0.9524,500,UT-00496
UT,Salt Lake,Horizon Elementary (Salt Lake),0.9665,500,UT-00497
UT,Utah,Horizon Elementary School (Utah),0.8929,500,UT-00498
UT,Utah,Horizon High School,0.8571,500,UT-00499
UT,Utah,Horizon Middle School,0.9474,500,UT-00500
UT,Washington,Horizon Elementary (Washington),0.8656,500,UT-00501
UT,Salt Lake,Horizonte Instr. & Trng. Ctr.,0.9892,500,UT-00502
UT,Salt Lake,Howard R. Driggs Elementary,0.9658,500,UT-00503
UT,Salt Lake,Hunter High School,0.9835,500,UT-00504
UT,Salt Lake,Hunter Junior High,0.9768,500,UT-00505
UT,Salt Lake,Hunter Elementary,0.9788,500,UT-00506
UT,Emery,Huntington Elementary,0.9246,500,UT-00507
UT,Washington,Hurricane High School,0.8632,500,UT-00508
UT,Washington,Hurricane Intermediate School,0.9286,500,UT-00509
UT,Washington,Hurricane Middle School,0.9382,500,UT-00510
UT,Washington,Hurricane Elementary,0.8851,500,UT-00511
UT,Tooele,Ibapah Elementary,0.6875,500,UT-00512
UT,Utah,Ignite Entrepreneurship Academy (Elementary School),0.8089,500,UT-00513
UT,Utah,Ignite Entrepreneurship Academy (Middle School),0.9111,500,UT-00514
UT,Utah,Independence High School,0.9828,500,UT-00515
UT,Salt Lake,Indian Hills Middle School,0.966,500,UT-00516
UT,Salt Lake,Indian Hills Elementary,0.9714,500,UT-00517
UT,Salt Lake,Innovations High School,0.9379,500,UT-00518
UT,Cache,Intech Collegiate Academy (High School),0.9172,500,UT-00519
UT,Cache,Intech Collegiate Academy (Middle School),0.9184,500,UT-00520
UT,Salt Lake,Intermountain Christian Elementary School,0.5833,500,UT-00521
UT,Salt Lake,Intermountain Christian High School,0.8247,500,UT-00522
UT,Salt Lake,Intermountain Christian Middle School,0.7887,500,UT-00523
UT,Salt Lake,Iqra Academy Of Utah (Elementary School),0.9677,500,UT-00524
UT,Salt Lake,Iqra Academy Of Utah (High School),0.8889,500,UT-00525
UT,Salt Lake,Iqra Academy Of Utah (Middle School),0.9231,500,UT-00526
UT,Iron,Iron Springs Elementary,0.9193,500,UT-00527
UT,Salt Lake,Itineris Early College High,0.9621,500,UT-00528
UT,Utah,Ivy Hall Academy (Elementary School),0.8439,500,UT-00529
UT,Utah,Ivy Hall Academy (High School),0.8,500,UT-00530
UT,Utah,Ivy Hall Academy (Middle School),1,500,UT-00531
UT,Salt Lake,J.E. Cosgriff Memorial Catholic Elementary School,1,500,UT-00532
UT,Salt Lake,J.E. Cosgriff Memorial Catholic Middle School,1,500,UT-00533
UT,Salt Lake,Jackling Elementary,0.974,500,UT-00534
UT,Salt Lake,James E. Moss Elementary,0.9598,500,UT-00535
UT,Salt Lake,Jean Massieu School For The Deaf (Elementary School),0.9444,500,UT-00536
UT,Salt Lake,Jean Massieu School For The Deaf (High School),0.9677,500,UT-00537
UT,Salt Lake,Jean Massieu School For The Deaf (Middle School),0.9545,500,UT-00538
UT,Davis,Jefferson Academy,0.9026,500,UT-00539
UT,Summit,Jeremy Ranch Elementary School,0.9467,500,UT-00540
UT,Salt Lake,Jim Bridger Elementary School,0.9933,500,UT-00541
UT,Salt Lake,Joel P Jensen Middle School,0.9537,500,UT-00542
UT,Salt Lake,John C. Fremont Elementary,0.9638,500,UT-00543
UT,Salt Lake,John F. Kennedy Jr. High Sch,0.9672,500,UT-00544
UT,Utah,John Hancock Charter Elementary School,0.8289,500,UT-00545
UT,Utah,John Hancock Charter Middle School,0.68,500,UT-00546
UT,Salt Lake,Jordan High School,0.9664,500,UT-00547
UT,Salt Lake,Jordan Hills Elementary,0.9509,500,UT-00548
UT,Salt Lake,Jordan Ridge Elementary,0.9458,500,UT-00549
UT,Salt Lake,Jordan Valley Elementary School,1,500,UT-00550
UT,Salt Lake,Jordan Valley High School,0.8696,500,UT-00551
UT,Salt Lake,Jordan Valley Middle School,0.8889,500,UT-00552
UT,Wasatch,J.R. Smith Elementary,0.9216,500,UT-00553
UT,Juab,Juab High School,0.9432,500,UT-00554
UT,Juab,Juab Junior High School,0.9444,500,UT-00555
UT,Salt Lake,Juan Diego Catholic High School,0.9851,500,UT-00556
UT,Salt Lake,Judge Memorial Catholic High School,1,500,UT-00557
UT,Kane,Kanab High School,0.8889,500,UT-00558
UT,Kane,Kanab Middle School,0.7885,500,UT-00559
UT,Kane,Kanab Elementary,0.7958,500,UT-00560
UT,Weber,Kanesville Elementary,0.9463,500,UT-00561
UT,Utah,Karl G. Maeser Prep Academy (High School),0.9331,500,UT-00562
UT,Utah,Karl G. Maeser Prep Academy (Middle School),0.9337,500,UT-00563
UT,Salt Lake,Kauri Sue Hamilton Elementary School,0.9141,500,UT-00564
UT,Salt Lake,Kauri Sue Hamilton High School,0.9302,500,UT-00565
UT,Salt Lake,Kauri Sue Hamilton Middle School,0.7674,500,UT-00566
UT,Davis,Kay's Creek Elementary,0.9469,500,UT-00567
UT,Davis,Kaysville Junior High,0.9756,500,UT-00568
UT,Davis,Kaysville Elementary,0.9248,500,UT-00569
UT,Salt Lake,Kearns High School,0.9912,500,UT-00570
UT,Salt Lake,Kearns Junior High,0.9931,500,UT-00571
UT,Salt Lake,Saint Ann Catholic Elementary School,1,500,UT-00572
UT,Salt Lake,Saint Ann Catholic Middle School,1,500,UT-00573
UT,Salt Lake,Kelsey Peak Middle,0.95,500,UT-00574
UT,Weber,Kenneth Burdett Elementary School,0.775,500,UT-00575
UT,Weber,Kenneth Burdett High School,0.875,500,UT-00576
UT,Weber,Kenneth Burdett Middle School,1,500,UT-00577
UT,Utah,Kids Village,0.806,500,UT-00578
UT,Davis,King Elementary,0.9436,500,UT-00579
UT,Salt Lake,Kings Peak High,0.9582,500,UT-00580
UT,Duchesne,Kings Peak Elementary School,0.9177,500,UT-00581
UT,Davis,Knowlton Elementary,0.9496,500,UT-00582
UT,Sevier,Koosharem Elementary,1,500,UT-00583
UT,Salt Lake,La Europa Academy (High School),1,500,UT-00584
